"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"from.id";"from.name";"created_time";"updated_time";"message";"shares.count";"comments.summary.total_count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"CBHLands";"12158";"None";"0";"CBHLands";"seed";"";"";"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3432484473546599";"14511";"12158";"1";"777676339027439_3432484473546599";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-30T03:30:13+0000";"2021-01-30T03:30:15+0000";"Hope you are enjoying the weekend.  If you have visited our properties by now, and if you liked what you saw... Make and offer :)  We are open today. 076 999 0002 . . . . . #lmao #letsmakeanoffer #offer #realetstate #weekend #saturday #enjoy #invest #money #cbhlands #ceylonbrandhouse #srilanka";"";"0";"5";"5";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3432484473546599/777676339027439_3432484473546599";"40494";"14511";"2";"777676339027439_3432484473546599";"empty";"";"fetched (200)";"2022-08-05 15:38:11.797290";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3419147784880268";"14512";"12158";"1";"777676339027439_3419147784880268";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-27T02:30:00+0000";"2021-01-28T06:13:42+0000";"";"2";"3";"14";"14";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3419147784880268/777676339027439_3419147784880268";"40495";"14512";"2";"777676339027439_3419147784880268";"data";"data.*";"fetched (200)";"2022-08-05 15:38:12.328138";"Facebook:/<post-id>/comments";"";"";"2021-01-28T06:13:42+0000";"";"kurunegala town dura";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3419147784880268/777676339027439_3419147784880268";"40496";"14512";"2";"777676339027439_3419147784880268";"data";"data.*";"fetched (200)";"2022-08-05 15:38:12.328138";"Facebook:/<post-id>/comments";"";"";"2021-01-27T06:48:10+0000";"";"Mulika gvim kiyada";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3413641298764250";"14513";"12158";"1";"777676339027439_3413641298764250";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-26T02:30:26+0000";"2021-01-26T02:30:28+0000";"";"";"0";"2";"2";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3413641298764250/777676339027439_3413641298764250";"40497";"14513";"2";"777676339027439_3413641298764250";"empty";"";"fetched (200)";"2022-08-05 15:38:12.939356";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3411079652353748";"14514";"12158";"1";"777676339027439_3411079652353748";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-25T02:33:45+0000";"2021-01-25T02:33:47+0000";"කුරුණෑගල අධිවේගී මාර්ගය කඩිනමින් ඉදිවෙමින් පවතියි. ආයෝජනයට සූදානම්ද? . . . 076 999 0002 076 999 0007 . . . #kurunegalahighway #kurunegala #kurunegalalands #kurunegalalandsale #kurunegalaproperty #kurunegalarealestate #cbhlands #ceylonbrandhouse #landsale #investinland #invest #bankloan #buyland #highway";"";"0";"3";"3";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3411079652353748/777676339027439_3411079652353748";"40498";"14514";"2";"777676339027439_3411079652353748";"empty";"";"fetched (200)";"2022-08-05 15:38:13.345358";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3411051552356558";"14515";"12158";"1";"777676339027439_3411051552356558";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-24T03:30:01+0000";"2021-01-24T03:30:06+0000";"කුරුණෑගල අධිවේගී මාර්ගය කඩිනමින් ඉදිවෙමින් පවතියි. ආයෝජනයට සූදානම්ද?";"1";"1";"8";"7";"1";"0";"0";"0";"0"
"CBHLands/777676339027439_3411051552356558/777676339027439_3411051552356558";"40499";"14515";"2";"777676339027439_3411051552356558";"empty";"";"fetched (200)";"2022-08-05 15:38:13.787208";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3411019925693054";"14516";"12158";"1";"777676339027439_3411019925693054";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-23T03:00:01+0000";"2021-01-28T06:05:01+0000";"Mega City Minhettiya, #Kurunegala  Directly faces the main carpeted Gonagama-Thiththawella road. 1.6 km to Minhettiya 10 km to Pellandeniya 17 km Kurunegala Town Central 18 km to Kurunegala Highway exit   Clean #Deeds /Title: Verified by Pan Asia Bank, NSB, People’s Bank, Sanasa, RDB and Commercial Bank Sri Lanka.  #Water project developed by CBH Lands; Overhead water tank built according to Water Board regulations. #Electricity enabled. 30 Feet wide internal road facing blocks available. All government approvals obtained.   Easy payment installments available.  #Bank Loans: Please ask us how you can apply for a loan from your bank to purchase these lots. Right now (Jan 2020) Housing Loans are as low as 7%.";"1";"1";"5";"5";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3411019925693054/777676339027439_3411019925693054";"40500";"14516";"2";"777676339027439_3411019925693054";"data";"data.*";"fetched (200)";"2022-08-05 15:38:14.370620";"Facebook:/<post-id>/comments";"";"";"2021-01-28T06:05:01+0000";"";"how much & where";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3411036589024721";"14517";"12158";"1";"777676339027439_3411036589024721";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-22T02:30:04+0000";"2021-01-22T02:30:06+0000";"Children. Future. Education. Investment. Savings.  Can you make a sentence with these put together?   Children are the future. And as parents, you may have big dreams for them. To give them the best education, to give them some sort of investment to kick start life or whatever it may be; for those dreams to come true- we must invest right now. Saving money in a bank account is not going to be enough.  Ask us about long-term investments. Invest in Real Estate: Invest with us! . . . . #children #education #invest #save #future #realestate #srilanka #bestlands #realestateinvesting #kurunegala #kurunegalarealestate #kurunegalalands #landsale #cbhlands #ceylonbrandhouse #kurunegalaproperty";"";"0";"1";"1";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3411036589024721/777676339027439_3411036589024721";"40501";"14517";"2";"777676339027439_3411036589024721";"empty";"";"fetched (200)";"2022-08-05 15:38:15.085762";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3411161102345603";"14518";"12158";"1";"777676339027439_3411161102345603";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-21T02:30:43+0000";"2021-01-21T02:30:45+0000";"CBH Lands වෙතින් ඔබට නිරවුල් ඔප්පු සහිත, අවශ්‍ය විටෙක බැංකු ණය සඳහා යොදා ගත හැකි  ඉඩම් කොටසක් ලැබෙන බවට අප සහතික වන්නෙමු.";"";"0";"7";"7";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3411161102345603/777676339027439_3411161102345603";"40502";"14518";"2";"777676339027439_3411161102345603";"empty";"";"fetched (200)";"2022-08-05 15:38:15.601131";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3413591208769259";"14519";"12158";"1";"777676339027439_3413591208769259";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-20T02:40:00+0000";"2021-02-25T07:16:54+0000";"15 perch infrastructure developed land plots near highway exit.";"2";"3";"8";"8";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3413591208769259/777676339027439_3413591208769259";"40503";"14519";"2";"777676339027439_3413591208769259";"data";"data.*";"fetched (200)";"2022-08-05 15:38:16.024603";"Facebook:/<post-id>/comments";"";"";"2021-02-25T07:16:54+0000";"";"Price";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3403733173088396";"14520";"12158";"1";"777676339027439_3403733173088396";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-19T02:30:37+0000";"2021-01-19T02:30:39+0000";"Nadee Ganga – Alakoladeniya, Kurunegala Bordering Maguru Oya  2.5 km to Aluth Malkaduwawa 6 km to Kurunegala City 10 km to the Main Kurunegala Central Highway Exit (Under construction)  All government approvals obtained.  Electricity and water facilities available.  නදී ගංගා - අලකොලදෙණිය , කුරුණෑගල  මගුරු ඔයට මායිම්ව  නදී ගංගා - අලකොලදෙණිය , කුරුණෑගල  මගුරු ඔයට මායිම්ව   අලුත් මල්කඩුවාවට 2.5 km  කුරුණෑගල නගරයට 6 km  කුරුණෑගල ප්රධාන අධිවේගී මාර්ගයේ පිවිසුමට 10 km පමණ";"";"0";"3";"3";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3403733173088396/777676339027439_3403733173088396";"40504";"14520";"2";"777676339027439_3403733173088396";"empty";"";"fetched (200)";"2022-08-05 15:38:16.675410";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3398108636984183";"14521";"12158";"1";"777676339027439_3398108636984183";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-18T02:30:30+0000";"2021-01-18T02:30:33+0000";"අධිවේගී මාර්ග පිවිසුම් අසළ ඇති CBH Lands  ව්‍යාපෘතීන්: ජලය, විදුලිය සපයා ඇත. සියළු රාජ්‍ය අනුමැති සහිතව ඉදි කර ඇත.  . . . . #kurunegalahighway #kurunegalalandsale #kurunegalarealestate #cbhlands #dambokka #narammala #ceylonbrandhouse #buylands #landsale";"";"0";"6";"6";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3398108636984183/777676339027439_3398108636984183";"40505";"14521";"2";"777676339027439_3398108636984183";"empty";"";"fetched (200)";"2022-08-05 15:38:17.240753";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3398054953656218";"14522";"12158";"1";"777676339027439_3398054953656218";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-17T03:30:16+0000";"2021-01-17T03:30:19+0000";"මධ්‍යම අධිවේගී මාර්ගය ඉදි වෙන අයුරු: මෙම ඡායාරූප මෙම මස 12 වැනි දින ගන්නා ලදී.  මෙම අධිවේගී මාර්ග පිවිසුම් දෙකට ආසන්නයේ ඇති අපගේ ව්‍යාපෘතීන් ගැන අපෙන් අසන්න.  076 999 0002 076 999 0007 0766 200 800 . . . . #kurunegalalandsale #kurunegalahighway #dambokka #narammala #investinland #buyland #landsale #landforsale #kurunegalarealestate #kurunegalaproperties #kurunegalarealestate #cbhlands #ceylonbrandhouse";"1";"0";"7";"7";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3398054953656218/777676339027439_3398054953656218";"40506";"14522";"2";"777676339027439_3398054953656218";"empty";"";"fetched (200)";"2022-08-05 15:38:17.704980";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3398006750327705";"14523";"12158";"1";"777676339027439_3398006750327705";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-15T01:30:28+0000";"2021-01-15T01:30:30+0000";"මේ වසරේ ආයෝජනය කළ හැකි ව්‍යාපෘතීන්:  අපව අමතන්න.   076 999 0002 076 999 0007 0766 200 800  . . . . #kurunegalalandsale #kurunegalalands #kurunegalarealestate #kurunegala #kurunegalaproperties #kurunegalalandforsale #highway #srilanka #invest #mortgage #landsale #buyland #cbhlands #ceylonbrandhouse";"2";"0";"2";"2";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3398006750327705/777676339027439_3398006750327705";"40507";"14523";"2";"777676339027439_3398006750327705";"empty";"";"fetched (200)";"2022-08-05 15:38:18.181605";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3392680254193688";"14524";"12158";"1";"777676339027439_3392680254193688";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-14T02:01:52+0000";"2021-01-14T02:01:54+0000";"Wishing you happiness, health and prosperity! Happy Pongal! . . . . #pongal #Pongal2021 #srilanka #celebration #cbhlands #ceylonbrandhouse";"";"0";"3";"3";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3392680254193688/777676339027439_3392680254193688";"40508";"14524";"2";"777676339027439_3392680254193688";"empty";"";"fetched (200)";"2022-08-05 15:38:18.670905";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3392523604209353";"14525";"12158";"1";"777676339027439_3392523604209353";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-13T02:30:09+0000";"2021-01-13T02:30:11+0000";"Investment Opportunities 2021 Invest in Kurunegala Invest with us! . . . . .  #kurunegalalandsale #kurunegalalands #kurunegalaproperty #kurunegalarealestate #cbhlands #ceylonbrandhouse #kurunegala #landsale #srilanka #property #investinland #investinrealestate #bankloan #mortgage";"";"0";"2";"2";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3392523604209353/777676339027439_3392523604209353";"40509";"14525";"2";"777676339027439_3392523604209353";"empty";"";"fetched (200)";"2022-08-05 15:38:19.179118";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3392441860884194";"14526";"12158";"1";"777676339027439_3392441860884194";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-12T02:30:00+0000";"2021-01-12T02:51:49+0000";"අප සමග එක් වී, කුරුණෑගල ඉඩමකට ආයෝජනය කරන්න. . . . . #kurunegalalandsale #kurunegalarealestate #kurunegalaproperty #landsale #srilanka #invest #cbhlands #ceylonbrandhouse #kurunegala #highway";"";"1";"15";"15";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3392441860884194/777676339027439_3392441860884194";"40510";"14526";"2";"777676339027439_3392441860884194";"data";"data.*";"fetched (200)";"2022-08-05 15:38:19.789745";"Facebook:/<post-id>/comments";"";"";"2021-01-12T02:51:49+0000";"";"👍👍👍👍";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3392018670926513";"14527";"12158";"1";"777676339027439_3392018670926513";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-11T06:12:17+0000";"2021-01-11T06:12:17+0000";"Invest in Kurunegala. Invest with us!  . . . . #kurunegala #realestate #kurunegalarealestate #kurunegalalands #kurunegalalandsale #kurunegalaproperty #cbhlands #ceylonbrandhouse #buylands #monday";"1";"0";"7";"7";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3392018670926513/777676339027439_3392018670926513";"40511";"14527";"2";"777676339027439_3392018670926513";"empty";"";"fetched (200)";"2022-08-05 15:38:20.411352";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3379465378848509";"14528";"12158";"1";"777676339027439_3379465378848509";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-10T04:30:02+0000";"2021-01-10T04:30:05+0000";"කුරුණෑගල පර්චස්  15 බිම් කොටස්. විදුලිය සහ ජලය සපයා ඇත. නිරවුල් ඔප්පු. කුරුණෑගල අධිවේගී මාර්ග අසල පිහිටා  ඇත.  Payment Options: බැංකු ණය සඳහා අවශ්‍ය ලිපි සකසා දෙනු ඇත, මාස 6 ඇතුලත ගෙවා නිම කරන්නේ නම් පොළී නැත.  හැකි වේලාවක අපට කතා කරන්න, හෝ Message කරන්න. නිවාඩු දිනක ඇවිත් බලන්න. . . . . #kurunegalalands #kurunegalaproperty #kurunegalarealestate #buyland #limitedoffer #allinclusive #investinland #bankloan #money #weekend #cbhlands";"1";"3";"13";"13";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3379465378848509/777676339027439_3379465378848509";"40512";"14528";"2";"777676339027439_3379465378848509";"empty";"";"fetched (200)";"2022-08-05 15:38:20.915261";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3381839125277801";"14529";"12158";"1";"777676339027439_3381839125277801";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-09T03:30:34+0000";"2021-01-09T03:30:36+0000";"This is why we say ""All Roads Lead to Kurunegala"" :) 5 main roads intersect + a new highway is coming. The circled areas are where the highway exits are coming:  - Pothuhera Exit : Which connects to the Colombo Road - Dambokka Exit: Which also connects to Colombo Road - Kurunegala Exit: Which connects to the Kandy Road  In this diagram 2-3 more highway exits are missing: - Nakalagamuwa Exit- ""Narammala"" area - Rideegama Exit  - Melsiripura Exit  Areas where these exits come will definitely be ""hot spots"" or booming pockets as we call it.  But as whole, Kurunegala will enjoy  faster connectivity to all parts of Sri Lanka.  Don't forget that Kurunegala will also be connecting to   1. Kandy - through ""Pothuhera- Galagedera"" link 2. North - through Northern Expressway 3. East - towards Trincomalee through Eastern Expressway  . . . . . #cbhlands #ceylonbrandhouse #highwaysrilanka #srillanka #highway #expressway #kurunegala #centralexpressway #buyland #kurunegalalands #kurunegalarealestate #kurunegalaproperty #kurunegalalandsale #landsalesrilanka #investinland #buylands #narammala #pothuhera #dambokka #kandyroad #puttalam";"";"1";"2";"2";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3381839125277801/777676339027439_3381839125277801";"40513";"14529";"2";"777676339027439_3381839125277801";"empty";"";"fetched (200)";"2022-08-05 15:38:21.539125";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3379454308849616";"14530";"12158";"1";"777676339027439_3379454308849616";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-08T02:30:41+0000";"2021-01-28T06:09:49+0000";"Kurunegala All Inclusive Deal! ඔප්පු, මුද්දර, ලියාපදිංචි යන අනෙකුත් සියළු ගාස්තු සහිත,විදුලිය, ජලය සපයා ඇති, රාජ්‍ය අනුමැති සහිත අධිවේගී මාර්ග පිවිසුම්වලට ළඟ බිම් කොටස්!  Rs 990,000/ net. වෙනත් කිසිඳු අමතර ගාස්තු නැත!  All Inclusive Limited Offer! Call/ message us for full details, terms and conditions. Plan a visit this weekend. . . . #cbhlands #srilanka #kurunegala #lands #ceylonbrandhouse #limitedoffer #offer #deal #invest #buyland #fixedeposit #highway #centralexpressway #viber #whatsapp #messenger #call #imo #contact #come #visit";"2";"1";"13";"13";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3379454308849616/777676339027439_3379454308849616";"40514";"14530";"2";"777676339027439_3379454308849616";"data";"data.*";"fetched (200)";"2022-08-05 15:38:22.317794";"Facebook:/<post-id>/comments";"";"";"2021-01-28T06:09:49+0000";"";"town kittuwada";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3379416465520067";"14531";"12158";"1";"777676339027439_3379416465520067";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-07T01:30:43+0000";"2021-01-07T01:30:45+0000";"Rs 990,000 /= net! Buy 15 perch land plots in Kurunegala for Rs 990,000/= net: ALL FEES INCLUDED.  Why invest in Kurunegala?  1. The Central Expressway is getting developed and Kurunegala District will economically grow exponentially.  2. Kurunegala is already a logistical hub: Dambulla Road, Colombo, Road, Negombo Road, Kandy Road, Anuradhapura/Puttlam Road- all these roads intersect in Kurunegala.   3. Naturally flat, fertile and natural disaster free zone! Since its 100m + elevated from sea level, this district is blessed with ""security"" from floods, draughts etc.   4. Home Loan interest rates are as low as 7% per annum right now, so even if you put a downpayment of Rs 200,000, and apply for a bank loan, your monthly commitment will approximately Rs 15,000 for the next 5 years!  5. Fixed Deposits are not generating expected returns anymore; either you can lift a FD and purchase these plots or keep the FD as collateral and apply for a bank loan.   6. Buy and grow Organic fruits and vegetables! We have so many clients doing this already.   Call us for full information. We'll send you information of our projects, locations, images, videos and payment options.   076 999 0002 076 999 0007 0766 200 800 . . . . #investinland #organic #kurunegala #vegetables #grow #fruits #srilanka #realestate #bank #bankloan #mortgage #FixedDeposit #kurunegalalands #kurunegalarealestate #kurunegalaproperty #property #highway #centralexpressway #cbhlands #ceylonbrandhouse #deal #allinclusive #colomboroad #negomboroad #kandyroad #puttlamroad #logistics";"";"0";"2";"2";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3379416465520067/777676339027439_3379416465520067";"40515";"14531";"2";"777676339027439_3379416465520067";"empty";"";"fetched (200)";"2022-08-05 15:38:22.973665";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3379368782191502";"14532";"12158";"1";"777676339027439_3379368782191502";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-06T06:37:22+0000";"2021-01-06T06:37:22+0000";"All Inclusive Deal! Jan, 2021 15 perch land plots in Kurunegala for Rs 990,000/= net.  Water & Electricity enabled. All government approvals obtained. Closer proximity to Kurunegala Highway Exits. Perfect investment opportunity!  All fees such as legal, stamp duty, registration included. Limited stock, please contact us for full details.  076 999 0002 076 999 0007 0766 200 800  . . . #invest #srilanka #kurunegala #kurunegalalands #kurunegalaproperty #kurunegalarealestate #landsale #investinlad #realestate #developer #buyland #mortgage #bankloan";"1";"0";"13";"13";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3379368782191502/777676339027439_3379368782191502";"40516";"14532";"2";"777676339027439_3379368782191502";"empty";"";"fetched (200)";"2022-08-05 15:38:23.488462";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3374755352652845";"14533";"12158";"1";"777676339027439_3374755352652845";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-04T07:56:45+0000";"2021-01-04T07:56:45+0000";"Minhettiya, Kurunegala  . . . .  #cbhlands #ceylonbrandhouse #kurunegala #kurunegalalands #kurunegalaproperty #kurunegalarealestate #realestate #srilanka #buyland #landsale #mortgage #bankloan #invest #investinland";"";"0";"4";"4";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3374755352652845/777676339027439_3374755352652845";"40517";"14533";"2";"777676339027439_3374755352652845";"empty";"";"fetched (200)";"2022-08-05 15:38:24.095501";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3344843025644078";"14534";"12158";"1";"777676339027439_3344843025644078";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-03T03:30:00+0000";"2021-01-03T03:30:04+0000";"";"";"0";"6";"6";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3344843025644078/777676339027439_3344843025644078";"40518";"14534";"2";"777676339027439_3344843025644078";"empty";"";"fetched (200)";"2022-08-05 15:38:24.545331";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3363052823823098";"14535";"12158";"1";"777676339027439_3363052823823098";"data";"data.*";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-01-02T02:00:38+0000";"2021-01-02T02:00:40+0000";"මෙගා සිටි - දෙවන අදියර ගෝනගම - තිත්තවැල්ල ප්රධාන පාර, මින්හෙට්ටිය, කුරුණෑගල   1. මෙම ඉඩම ප්රධාන කාපට් පාරට මුහුණලා ඇත.   2. මින්හෙට්ටිය හංදියට  1.6 km, පැල්ලන්දෙනියට 10.5 km, කුරුණෑගල නගරයට 14 km.  3. මෙම ඉඩමේ සිට ප්රධාන අධිවේගී මාර්ගයේ කුරුණෑගල පිවිසුමට 17 km. කාපට් කර මැනවින් සාදා ඇති මාර්ග නිසා මිනිත්තු 20 ක  පමණ කාලයකින් මෙම Central Highway Exit  එකට පිවිසිය හැක.  076 999 0002 076 999 0007";"";"0";"3";"2";"1";"0";"0";"0";"0"
"CBHLands/777676339027439_3363052823823098/777676339027439_3363052823823098";"40519";"14535";"2";"777676339027439_3363052823823098";"empty";"";"fetched (200)";"2022-08-05 15:38:25.021497";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/CBHLands";"14536";"12158";"1";"CBHLands";"offcut";"";"fetched (200)";"2022-08-05 14:51:12.309528";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3482810255180687";"14594";"12158";"1";"777676339027439_3482810255180687";"data";"data.*";"fetched (200)";"2022-08-05 14:51:46.959572";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-02-28T02:30:15+0000";"2021-02-28T02:30:17+0000";"අධිවේගී මාර්ගය ඉදිවෙන නිසා #Kurunegala #lands  හොඳම ආයෝජනයක්. ඒ වගේම ඔබේම නමට, ඔබේම මුදලින් මෙවැනි සුරක්ෂිත දේපළකට ආයෝජනය කරන්න. ඔබට ආයෝජන සම්බන්ධයෙන් ඇති ගැටළු අපෙන් අසන්න.    CBH Lands බලපත්‍රලත් දේපළ වෙළඳාම් සමාගමකි. සියළු රාජ්‍ය අනුමැති සහිත, නිරවුල් ඔප්පු සහිත බිම් කොටස් විකිණේ.";"1";"0";"8";"8";"0";"0";"0";"0";"0"
"CBHLands/777676339027439_3482810255180687/777676339027439_3482810255180687";"40520";"14594";"2";"777676339027439_3482810255180687";"empty";"";"fetched (200)";"2022-08-05 15:38:25.529938";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"CBHLands/777676339027439_3482777438517302";"14595";"12158";"1";"777676339027439_3482777438517302";"data";"data.*";"fetched (200)";"2022-08-05 14:51:46.959572";"Facebook:/<page-id>/posts";"777676339027439";"CBH Lands";"2021-02-27T02:30:08+0000";"2021-02-27T02:30:10+0000";"CBH Lands  බලපත්‍රලත් දේපළ වෙළඳාම් සමාගමකි. සියළු රාජ්‍ය අනුමැති සහිත, නිරවුල් ඔප්පු සහිත බිම් කොටස් විකිණේ. . . . #cbhlands #promise #Guaranteed #deed #title #legal #approval #ceylonbrandhouse #kurunegala #srilanka #buy #invest";"";"0";"7";"7";"0";"0";"0";"0";"0"
