"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"from.id";"from.name";"created_time";"updated_time";"message";"shares.count";"comments.summary.total_count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"327158650971191_1557869387900105/327158650971191_1552962371724140/327158650971191_1552962371724140";"43896";"43775";"2";"327158650971191_1552962371724140";"empty";"";"fetched (200)";"2022-08-05 17:16:44.400450";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1552210141799363";"43776";"12157";"1";"327158650971191_1552210141799363";"data";"data.*";"fetched (200)";"2022-08-05 17:04:43.776570";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-01-21T05:24:47+0000";"2021-01-21T05:24:47+0000";"";"";"0";"1";"1";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1552210141799363/327158650971191_1552210141799363";"43841";"43776";"2";"327158650971191_1552210141799363";"empty";"";"fetched (200)";"2022-08-05 17:08:07.776478";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1552210141799363/327158650971191_1552210141799363";"43897";"43776";"2";"327158650971191_1552210141799363";"empty";"";"fetched (200)";"2022-08-05 17:16:44.803314";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549137685439942";"43777";"12157";"1";"327158650971191_1549137685439942";"data";"data.*";"fetched (200)";"2022-08-05 17:04:43.776570";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-01-17T08:47:41+0000";"2021-01-17T08:47:41+0000";"866 perches bare land for sale in Hikkaduwa. Ideal for a hotel, factory, villa etc. Rs. 150,000 per Perch.";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1549137685439942/327158650971191_1549137685439942";"43842";"43777";"2";"327158650971191_1549137685439942";"empty";"";"fetched (200)";"2022-08-05 17:08:08.184868";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549137685439942/327158650971191_1549137685439942";"43898";"43777";"2";"327158650971191_1549137685439942";"empty";"";"fetched (200)";"2022-08-05 17:16:45.196717";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549132452107132";"43778";"12157";"1";"327158650971191_1549132452107132";"data";"data.*";"fetched (200)";"2022-08-05 17:04:43.776570";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-01-17T08:41:28+0000";"2021-01-17T08:42:13+0000";"HOUSE FOR SALE IN HORANA   30.2 p land consisting of a complete house with 4 bedrooms and 1 bathroom in Horana, Kulupana  Spacious living and dining area  Annex for two people attached with 2 rooms and 1 attached bathroom  Spacious garden   Peaceful neighborhood  500 meters to the main road (Horana / Panadura bus route)  Southern Express Highway (Galenigama entrance - 7.5 KM / Kahathuduwa entrance - 13 KM)  Rs. 20 Million. Please PM for further details.";"1";"0";"1";"1";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1549132452107132/327158650971191_1549132452107132";"43843";"43778";"2";"327158650971191_1549132452107132";"empty";"";"fetched (200)";"2022-08-05 17:08:08.598001";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549132452107132/327158650971191_1549132452107132";"43899";"43778";"2";"327158650971191_1549132452107132";"empty";"";"fetched (200)";"2022-08-05 17:16:46.136203";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549124685441242";"43779";"12157";"1";"327158650971191_1549124685441242";"data";"data.*";"fetched (200)";"2022-08-05 17:04:43.776570";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-01-17T08:28:50+0000";"2021-01-17T08:28:50+0000";"HOTEL FOR SALE Located in Hunupitiya. 182 perches in total. 5 storied building with 80+ Rooms, 2 Swimming Pools, 3 Restaurants with liquor license. 350 pax Reception Hall. Rs. 450 million (Negotiable after inspection).";"2";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1549124685441242/327158650971191_1549124685441242";"43844";"43779";"2";"327158650971191_1549124685441242";"empty";"";"fetched (200)";"2022-08-05 17:08:09.006013";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549124685441242/327158650971191_1549124685441242";"43900";"43779";"2";"327158650971191_1549124685441242";"empty";"";"fetched (200)";"2022-08-05 17:16:46.542982";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549121985441512";"43780";"12157";"1";"327158650971191_1549121985441512";"data";"data.*";"fetched (200)";"2022-08-05 17:04:43.776570";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-01-17T08:24:34+0000";"2021-01-17T08:24:34+0000";"Nawala 18.5 perches commercial property with an old house facing Nawala - Rajagiriya Main Road. 8 Million Per Perch (Negotiable After Inspection). Please PM";"1";"0";"1";"1";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1549121985441512/327158650971191_1549121985441512";"43845";"43780";"2";"327158650971191_1549121985441512";"empty";"";"fetched (200)";"2022-08-05 17:08:09.518489";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549121985441512/327158650971191_1549121985441512";"43901";"43780";"2";"327158650971191_1549121985441512";"empty";"";"fetched (200)";"2022-08-05 17:16:46.911009";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549118738775170";"43781";"12157";"1";"327158650971191_1549118738775170";"data";"data.*";"fetched (200)";"2022-08-05 17:04:43.776570";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-01-17T08:19:56+0000";"2021-01-17T08:19:56+0000";"LANDS WANTED FOR PURCHASE Preferably on Waidya Road, Bhathiya Mawatha, Kadawatha Road and Bellanwila. Please PM pictures and details.";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1549118738775170/327158650971191_1549118738775170";"43846";"43781";"2";"327158650971191_1549118738775170";"empty";"";"fetched (200)";"2022-08-05 17:08:09.921254";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549118738775170/327158650971191_1549118738775170";"43902";"43781";"2";"327158650971191_1549118738775170";"empty";"";"fetched (200)";"2022-08-05 17:16:47.357625";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549117395441971";"43782";"12157";"1";"327158650971191_1549117395441971";"data";"data.*";"fetched (200)";"2022-08-05 17:04:43.776570";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-01-17T08:17:26+0000";"2021-01-17T08:17:26+0000";"WANTED TEA ESTATE TO BUY Our client is looking to purchase a well maintained tea estate. 3 to 15 acres with a bungalow. Clear deeds and boundary demarcations compulsory. Presence of a wide road for vehicle access. Travelling time from Colombo should be less than 4 hours. Please PM with pictures and details.";"1";"0";"1";"1";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1549117395441971/327158650971191_1549117395441971";"43847";"43782";"2";"327158650971191_1549117395441971";"empty";"";"fetched (200)";"2022-08-05 17:08:10.338868";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549117395441971/327158650971191_1549117395441971";"43903";"43782";"2";"327158650971191_1549117395441971";"empty";"";"fetched (200)";"2022-08-05 17:16:47.772968";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549110818775962";"43783";"12157";"1";"327158650971191_1549110818775962";"data";"data.*";"fetched (200)";"2022-08-05 17:04:43.776570";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-01-17T07:58:57+0000";"2021-09-10T14:14:10+0000";"Looking for 100 perch and above lands in Colombo and Kalutara Districts for plot and sell. 0773227790";"1";"1";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1549110818775962/327158650971191_1549110818775962";"43848";"43783";"2";"327158650971191_1549110818775962";"data";"data.*";"fetched (200)";"2022-08-05 17:08:10.701994";"Facebook:/<post-id>/comments";"";"";"2021-09-10T14:14:10+0000";"";" Have";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1549110818775962/327158650971191_1549110818775962";"43904";"43783";"2";"327158650971191_1549110818775962";"data";"data.*";"fetched (200)";"2022-08-05 17:16:48.143187";"Facebook:/<post-id>/comments";"";"";"2021-09-10T14:14:10+0000";"";" Have";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1567424980277879";"43785";"12157";"1";"327158650971191_1567424980277879";"data";"data.*";"fetched (200)";"2022-08-05 17:04:56.612631";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-02-10T10:52:50+0000";"2021-02-10T10:54:22+0000";"Urgently looking to buy upto 10 P between Bambalapitiya and Colpetty with residential house. Seaside OK. Budget max upto 80M. This will be for an investment. Owners please call 0773272900";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1567424980277879/327158650971191_1567424980277879";"43849";"43785";"2";"327158650971191_1567424980277879";"empty";"";"fetched (200)";"2022-08-05 17:08:11.253042";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1567424980277879/327158650971191_1567424980277879";"43905";"43785";"2";"327158650971191_1567424980277879";"empty";"";"fetched (200)";"2022-08-05 17:16:48.697461";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1593475267672850";"43787";"12157";"1";"327158650971191_1593475267672850";"data";"data.*";"fetched (200)";"2022-08-05 17:05:02.828241";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-03-15T17:52:46+0000";"2021-03-15T17:52:46+0000";"Colombo 4 Marine Drive facing 38 perch bare land for sale. + 20 ft access road. 17 Million Per Perch. Negotiable. 0773272900";"1";"0";"1";"1";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1593475267672850/327158650971191_1593475267672850";"43850";"43787";"2";"327158650971191_1593475267672850";"empty";"";"fetched (200)";"2022-08-05 17:08:11.660178";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1593475267672850/327158650971191_1593475267672850";"43906";"43787";"2";"327158650971191_1593475267672850";"empty";"";"fetched (200)";"2022-08-05 17:16:49.041276";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1635062260180817";"43790";"12157";"1";"327158650971191_1635062260180817";"data";"data.*";"fetched (200)";"2022-08-05 17:05:14.877710";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-05-01T06:36:03+0000";"2021-05-01T06:36:03+0000";"“The miracle is not that we do this work, but that we are happy to do it.” – Mother Teresa  Happy Labour Day 2021";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1635062260180817/327158650971191_1635062260180817";"43851";"43790";"2";"327158650971191_1635062260180817";"empty";"";"fetched (200)";"2022-08-05 17:08:12.081920";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1635062260180817/327158650971191_1635062260180817";"43907";"43790";"2";"327158650971191_1635062260180817";"empty";"";"fetched (200)";"2022-08-05 17:16:49.414884";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1678211999199176";"43792";"12157";"1";"327158650971191_1678211999199176";"data";"data.*";"fetched (200)";"2022-08-05 17:05:23.193314";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-06-28T12:31:04+0000";"2021-06-28T12:31:04+0000";"All Big Things Started Small.  We at SkyLine Real Estate want you to succeed in your business. We are proud to have worked with more than 100 clients to exchange/sell/acquire potential businesses in Sri Lanka and on global level.  What we do when you send us a request to manage your business?  1. We study your business carefully. 2. We offer you suggestions after the study. 3. We connect you with the right party, be it buying, selling, exchanging, mergers or takeovers. 4. We stay with you from start to end of the deal. 5. We look upon the hassle of site visits, other inspections, paperwork and all other services on your behalf. 6. We do all the marketing and promotional activities on your behalf. 7. We help you to complete the deal at the least possible time using the most effective strategies.  So why wait? Do you have a business to sell? Or willing to buy one? Going for a merger? Or planning to acquire one? How about a takeover? Well, we have you covered. Pick the phone and call us on 0777 669 669 or WhatsApp us to know more details.  SkyLine Real Estate - Indeed, the sky is the limit for us.";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1678211999199176/327158650971191_1678211999199176";"43852";"43792";"2";"327158650971191_1678211999199176";"empty";"";"fetched (200)";"2022-08-05 17:08:12.487135";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1678211999199176/327158650971191_1678211999199176";"43908";"43792";"2";"327158650971191_1678211999199176";"empty";"";"fetched (200)";"2022-08-05 17:16:49.781534";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1671655456521497";"43793";"12157";"1";"327158650971191_1671655456521497";"data";"data.*";"fetched (200)";"2022-08-05 17:05:23.193314";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-06-20T01:20:15+0000";"2021-06-21T08:04:39+0000";"E-Commerce and Classified Website For Sale (.lk)  - Here's an opportunity to be the proud owner of your very own E-Commerce Store and Classified Website. - Covid-19 has made a great impact on our day to day lives especially the use of technology and conveniently getting things delivered to your doorstep is a great leap forward. - Start your new or additional business at the comfort of your home with less investment. - Domain name resembles a popular International company so the brand is very powerful with a solid resale market. - Social media pages of the website will also be transferred to the buyer. (Facebook and Instagram pages) - Any type of products can be sold on the E-Commerce store. - New product categories and new products can be added to the E-Commerce store. - Currently the website supports Cash on Delivery Islandwide and Courier Partners exist. - If the buyer needs payment gateway to accept online card payments, the current owner's are willing to add this service by developing the payment gateway module free of charge. - Stocks worth Rs. 100,000 (Electronic Gadgets and Home Appliances) is offered free to the buyer to continue selling the products after purchase. - The classified part of the website caters to ads of any category (Currently ads are provided free but the website also supports paid ads) - Sale of this website is on First Come First Served basis. - Verbal reservation is not possible unless through a written confirmation or an advance payment. - To show interest in purchase, kindly fill the form in below link and one of our Customer Service Representative will be in touch with you soon.  https://forms.gle/UjrQNmY9E63ebNVb8";"3";"0";"10";"7";"1";"1";"1";"0";"0"
"327158650971191_1557869387900105/327158650971191_1671655456521497/327158650971191_1671655456521497";"43853";"43793";"2";"327158650971191_1671655456521497";"empty";"";"fetched (200)";"2022-08-05 17:08:12.853148";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1671655456521497/327158650971191_1671655456521497";"43909";"43793";"2";"327158650971191_1671655456521497";"empty";"";"fetched (200)";"2022-08-05 17:16:50.234633";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1671399006547142";"43794";"12157";"1";"327158650971191_1671399006547142";"data";"data.*";"fetched (200)";"2022-08-05 17:05:23.193314";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-06-19T16:53:35+0000";"2021-06-19T17:08:24+0000";"Pharmacy for Sale in Colombo 05  - Located at an ideal place (No pharmacies in the vicinity). - Parking Available - CCTV System - Surrounded by residencies and offices. - Pharmacy, Grocery and Cosmetics - With all stocks, fittings, super market racks, billing systems, CCTV, A/C, Fridges, Deep Freezer and all other items. - Final price is negotiable. - Offered on First Come First Served basis. - No verbal reservations possible unless written confirmation or advance paid. - To show interest, please fill Google Form below and one of our customers service officer will be in touch with you soon.  https://forms.gle/hmz72hHNPv6GryCEA";"";"0";"16";"16";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1671399006547142/327158650971191_1671399006547142";"43854";"43794";"2";"327158650971191_1671399006547142";"empty";"";"fetched (200)";"2022-08-05 17:08:13.304965";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1671399006547142/327158650971191_1671399006547142";"43910";"43794";"2";"327158650971191_1671399006547142";"empty";"";"fetched (200)";"2022-08-05 17:16:50.656761";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1702882540065455";"43796";"12157";"1";"327158650971191_1702882540065455";"data";"data.*";"fetched (200)";"2022-08-05 17:05:28.152490";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-07-30T04:39:13+0000";"2021-07-30T04:39:13+0000";"An institution located in Bambalapitiya is looking for an Administration Assistant to overlook the day to day operations of the institution.  Job Requirement - Should be able to converse in all 3 languages (English, Sinhala and Tamil) - Should be living close to Colombo or Greater Colombo. - Candidates after O/L's or A/L's can also apply as Trainee Assistants.  Only phone interviews will be conducted. Please call us on 0766715506 between 09.30 am until 06.30 pm on weekdays.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1702882540065455/327158650971191_1702882540065455";"43855";"43796";"2";"327158650971191_1702882540065455";"empty";"";"fetched (200)";"2022-08-05 17:08:13.718240";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1702882540065455/327158650971191_1702882540065455";"43911";"43796";"2";"327158650971191_1702882540065455";"empty";"";"fetched (200)";"2022-08-05 17:16:51.052344";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1691172007903175";"43797";"12157";"1";"327158650971191_1691172007903175";"data";"data.*";"fetched (200)";"2022-08-05 17:05:28.152490";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-07-15T05:47:01+0000";"2021-07-22T04:09:50+0000";"Our sister company located in Battaramulla is looking to fill a position for Accounts Assistant.  - In-charge of all accounts related work - Data entry of accounts entries and maintaining same. - Should be able to join immediately. - On-the-job training will be provided.  This is a permanent position.  We conduct phone interviews only, please call 0776120766";"";"0";"1";"1";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1691172007903175/327158650971191_1691172007903175";"43856";"43797";"2";"327158650971191_1691172007903175";"empty";"";"fetched (200)";"2022-08-05 17:08:14.134978";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1691172007903175/327158650971191_1691172007903175";"43912";"43797";"2";"327158650971191_1691172007903175";"empty";"";"fetched (200)";"2022-08-05 17:16:51.464452";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1683385682015141";"43798";"12157";"1";"327158650971191_1683385682015141";"data";"data.*";"fetched (200)";"2022-08-05 17:05:28.152490";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-07-05T06:14:44+0000";"2021-07-05T06:14:44+0000";"Our sister company (Atrium Technologies) is looking for a Trainee Web Developer  - O/L or A/L qualified. - Should know the basics of Websites, Computers and a likeness to Information Technology. - Should be someone living in Colombo or suburbs. - Selected candidate will be provided 6 months on-the-job training and absorbed into permanent position.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1683385682015141/327158650971191_1683385682015141";"43857";"43798";"2";"327158650971191_1683385682015141";"empty";"";"fetched (200)";"2022-08-05 17:08:14.488398";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1683385682015141/327158650971191_1683385682015141";"43913";"43798";"2";"327158650971191_1683385682015141";"empty";"";"fetched (200)";"2022-08-05 17:16:51.871400";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1683380872015622";"43799";"12157";"1";"327158650971191_1683380872015622";"data";"data.*";"fetched (200)";"2022-08-05 17:05:28.152490";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-07-05T06:07:47+0000";"2021-07-05T06:07:47+0000";"Our sister company (Atrium Technologies) is looking for a Web Developer  - 1 to 2 years of experience. - Good command of English. - Knowledge in HTML5, CSS, PHP. - Living in Colombo or suburbs. - Should be able to present few portfolio of completed projects during the interview.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1683380872015622/327158650971191_1683380872015622";"43858";"43799";"2";"327158650971191_1683380872015622";"empty";"";"fetched (200)";"2022-08-05 17:08:14.946033";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1683380872015622/327158650971191_1683380872015622";"43914";"43799";"2";"327158650971191_1683380872015622";"empty";"";"fetched (200)";"2022-08-05 17:16:52.281303";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1683377112015998";"43800";"12157";"1";"327158650971191_1683377112015998";"data";"data.*";"fetched (200)";"2022-08-05 17:05:28.152490";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-07-05T06:02:32+0000";"2021-07-05T06:03:04+0000";"Our sister company (Atrium Technologies) is looking for experienced Graphic Designers. - 1 to 2 years of experience. - Good command of English. - Living in Colombo or suburbs. - Be able to present a portfolio of previous work during interview.";"";"0";"3";"3";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1683377112015998/327158650971191_1683377112015998";"43859";"43800";"2";"327158650971191_1683377112015998";"empty";"";"fetched (200)";"2022-08-05 17:08:15.353295";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
