post_id,company,created_time,updated_time,message,shares_count,comments_count,reactions_count,like_count,love_count,haha_count,wow_count,sad_count,angry_count
144005052321421_5238014059587136,Blue Ocean,2021-01-29T07:06:50+0000,2021-01-29T07:06:50+0000,"Peace, quiet, comfort and relaxation is what you can get at Blue Ocean's Luxury Apartments at No. 30, Hotel Road, Mount Lavinia.  #realestate #investment #mountlavinia",1,0,8,8,0,0,0,0,0
144005052321421_5234846393237236,Blue Ocean,2021-01-28T03:46:20+0000,2021-01-28T03:46:20+0000,"At No. 35, Ramakrishna Road, Colombo 05, experience living at the heart of Wellawatte with a diverse community in an exquisite location.  It’s time to start living the life you deserve at this luxurious condominium which includes amenities that you could enjoy after a hard day’s work.  Let us make your life easier!  #investment #realestate #colombo",3,0,14,13,1,0,0,0,0
144005052321421_5231886473533228,Blue Ocean,2021-01-27T02:14:46+0000,2021-01-27T02:14:46+0000,"Blue Ocean luxury apartments project at No 19, Barnes Avenue, Mount Lavinia situated in the heart of Mount Lavinia comprises uniquely designed modern, luxury apartments which adds value to life. The complex has 06 Residential Floors and 18 apartments with a unique appearance. Each apartment comprises two and three bedrooms, a spaciously furnished living room, pantry and dining room. The apartments are designed with modern architecture and interior amenities to suit the latest styles for a luxury living. 5 star Hotels, Restaurants, Renowned Schools such as the S' Thomas' College and top class supermarkets are within the walking distance from the building.",1,0,6,6,0,0,0,0,0
144005052321421_5229485320440010,Blue Ocean,2021-01-26T03:47:55+0000,2021-01-26T23:29:50+0000,"Luxury living at this glorified location!  Make this your dream home, a reality with the best of what modern architecture can offer for a modern lifestyle with great experiences right around the corner.  #RealEstate #investment #colombo",1,1,14,14,0,0,0,0,0
144005052321421_5226812104040665,Blue Ocean,2021-01-25T04:23:00+0000,2021-01-26T23:29:55+0000,"At Blue Ocean's Alfred House Gardens, delve in the luxury that provides an excellent connectivity & social infrastructure, making life absolutely comfortable for all residents in Colombo 03.  #realestate #Colombo #investment",2,1,17,16,1,0,0,0,0
144005052321421_5218516414870234,Blue Ocean,2021-01-22T05:54:41+0000,2021-01-22T05:54:41+0000,"We are happy to announce that we have now commenced the piling at Glenfall, Nuwara-Eliya.  Call us on 0777546546 for your dream holiday home at an unbelievable location!",3,0,12,11,1,0,0,0,0
144005052321421_5218492628205946,Blue Ocean,2021-01-22T05:40:10+0000,2021-01-26T23:30:06+0000,"With a glorious view of the city, this luxury apartment is situated at the epitome of luxury living in Colombo 03, where you can have easy access to many incredible places to suit your lifestyle.",,1,6,6,0,0,0,0,0
144005052321421_5213044058750803,Blue Ocean,2021-01-20T04:11:41+0000,2021-01-26T23:30:11+0000,"Indulge in the beauty of nature, own a holiday property in Nuwara Eliya also known as the “Little England”.",2,1,17,17,0,0,0,0,0
144005052321421_5210503832338159,Blue Ocean,2021-01-19T04:15:48+0000,2021-01-26T23:30:20+0000,"Incredibly Living, Incredible Identity at No 8, Jayasinghe Road, Colombo 05.",1,3,16,16,0,0,0,0,0
144005052321421_5208110285910847,Blue Ocean,2021-01-18T07:37:34+0000,2021-01-26T23:30:24+0000,"Splendor at Park Circus, Colombo 05.",4,3,12,12,0,0,0,0,0
144005052321421_5202528266469049,Blue Ocean,2021-01-16T06:04:02+0000,2021-01-16T06:04:02+0000,"It is our pleasure to note that our member company, Link Readymix trucks are in line up along in the Hotel Road, pouring the readymix at No. 30, Hotel Road Mount Lavinia today.  For more details +94 777 546 546 | www.blueocean.lk",4,0,15,15,0,0,0,0,0
144005052321421_5202264036495472,Blue Ocean,2021-01-16T03:29:45+0000,2021-01-16T10:39:44+0000,"Nuwara Eliya, also known as the 'Little' England', was the favourite hill station of the British who tried to create the resort into a typical English village. Along with the beautiful Victoria Park, Antique valued Post Office, Country house like the Hill Club, large Golf Playground, Crystal clear Lake Gregory, historical Seethai Amman Temple, Hakgala Botanical gardens, breath-taking waterfalls like the Devon and St. Clair and lush green tea estates, tea factories botanically rich Horton Plains and several other gifts blessed by Mother Nature. This is what awaits you!  Call us on +94 777 546 546/ +94 777 121 914 for your dream holiday home in an unbelievable location.",4,1,9,9,0,0,0,0,0
144005052321421_5199609886760887,Blue Ocean,2021-01-15T04:44:28+0000,2021-01-26T23:30:50+0000,"Blue Ocean prides itself on providing you luxury apartments at the best locations in Colombo, Mount Lavinia and Nuwara Eliya.  Call us on +94 777 546 546 or visit us at www.blueoceangroup.lk for more details.",2,2,13,13,0,0,0,0,0
144005052321421_5198232906898585,Blue Ocean,2021-01-14T17:15:07+0000,2021-01-26T23:30:54+0000,"Today Blue Ocean and Link Engineering  Technical Division Officers , Surveyor Mr. Liyanage , Structural Engineer Mr. Laksiri Cooray , Team leader piling and Crack Surveyor's representative visited the site and finalised the piling work arrangements. Structural Engineer issued all the required instructions at the site to start the piling process. Already piling team mobilised and started the initial work. Setting out work completed by the surveyor.call us on 0777546546 for your dream holiday home in an unbelievable location  Www.blueocean.lk",1,1,4,4,0,0,0,0,0
144005052321421_5198186566903219,Blue Ocean,2021-01-14T16:50:30+0000,2021-01-26T23:30:58+0000,Happy Pongal,2,2,13,13,0,0,0,0,0
144005052321421_5196679943720548,Blue Ocean,2021-01-14T03:35:17+0000,2021-01-26T23:31:03+0000,An ideal location in one of Sri Lanka’s historical districts. Kurunegala is surrounded by a serene environment and is a top & developing destination.  #srilanka #land #realestate #Kurunegala #blueocean,,1,15,15,0,0,0,0,0
144005052321421_5194375317284344,Blue Ocean,2021-01-13T06:49:08+0000,2021-01-26T23:31:08+0000,"one of Blue Ocean’s highly exceptional apartments with plenty of access to breathtaking views of the Mount Lavinia Beach. Take the chance to unwind and live comfortably away from the stress-inducing lifestyle.  Location: · Adjacent to S. Thomas College · Walking distance to Mount Lavinia Beach · Walking distance to Mount Hotel, Mount Breeze Hotel & Berjaya Hotel · Leading Super Markets, Shopping Malls, Restaurants and Cafes · Beautiful beaches to explore  Mount Lavinia, a city packed with tourists, is rapidly becoming the go-to place to live and lead an impressive life with its warm sense of diverse community. Having a mushrooming reputation within expats, this city is home to the world-famous Mount Lavinia hotel–perhaps one of the most legendary places in Colombo.",,1,5,5,0,0,0,0,0
