post_id,company,created_time,updated_time,message,shares_count,comments_count,reactions_count,like_count,love_count,haha_count,wow_count,sad_count,angry_count
327158650971191_1549118738775170,Sky Line,2021-01-17T08:19:56+0000,2021-01-17T08:19:56+0000,"LANDS WANTED FOR PURCHASE Preferably on Waidya Road, Bhathiya Mawatha, Kadawatha Road and Bellanwila. Please PM pictures and details.",1,0,0,0,0,0,0,0,0
327158650971191_1549117395441971,Sky Line,2021-01-17T08:17:26+0000,2021-01-17T08:17:26+0000,WANTED TEA ESTATE TO BUY Our client is looking to purchase a well maintained tea estate. 3 to 15 acres with a bungalow. Clear deeds and boundary demarcations compulsory. Presence of a wide road for vehicle access. ,1,0,1,1,0,0,0,0,0
327158650971191_1549110818775962,Sky Line,2021-01-17T07:58:57+0000,2021-09-10T14:14:10+0000,Looking for 100 perch and above lands in Colombo and Kalutara Districts for plot and sell. 0773227790,1,1,0,0,0,0,0,0,0
327158650971191_1567424980277879,Sky Line,2021-02-10T10:52:50+0000,2021-02-10T10:54:22+0000,Urgently looking to buy upto 10 P between Bambalapitiya and Colpetty with residential house. Seaside OK. Budget max upto 80M. This will be for an investment. Owners please call 0773272900,1,0,0,0,0,0,0,0,0
327158650971191_1593475267672850,Sky Line,2021-03-15T17:52:46+0000,2021-03-15T17:52:46+0000,Colombo 4 Marine Drive facing 38 perch bare land for sale. + 20 ft access road. 17 Million Per Perch. Negotiable. 0773272900,1,0,1,1,0,0,0,0,0
327158650971191_1635062260180817,Sky Line,2021-05-01T06:36:03+0000,2021-05-01T06:36:03+0000,"ÒThe miracle is not that we do this work, but that we are happy to do it.Ó Ð Mother Teresa  Happy Labour Day 2021",,0,0,0,0,0,0,0,0
327158650971191_1678211999199176,Sky Line,2021-06-28T12:31:04+0000,2021-06-28T12:31:04+0000,All Big Things Started Small.  We at SkyLine Real Estate want you to succeed in your business. We are proud to have worked with more than 100 clients to exchange/sell/acquire potential businesses in Sri Lanka and on global level.  ,1,0,0,0,0,0,0,0,0
327158650971191_1671655456521497,Sky Line,2021-06-20T01:20:15+0000,2021-06-21T08:04:39+0000,E-Commerce and Classified Website For Sale (.lk)  - Here's an opportunity to be the proud owner of your very own E-Commerce Store and Classified Website. - Covid-19 has made a great impact on our day to day lives especially ,3,0,10,7,1,1,1,0,0
327158650971191_1671399006547142,Sky Line,2021-06-19T16:53:35+0000,2021-06-19T17:08:24+0000,"Pharmacy for Sale in Colombo 05  - Located at an ideal place (No pharmacies in the vicinity). - Parking Available - CCTV System - Surrounded by residencies and offices. - Pharmacy, Grocery and Cosmetics - ",,0,16,16,0,0,0,0,0
327158650971191_1702882540065455,Sky Line,2021-07-30T04:39:13+0000,2021-07-30T04:39:13+0000,An institution located in Bambalapitiya is looking for an Administration Assistant to overlook the day to day operations of the institution.  Job Requirement - Should be able to converse in all 3 languages ,,0,0,0,0,0,0,0,0
327158650971191_1691172007903175,Sky Line,2021-07-15T05:47:01+0000,2021-07-22T04:09:50+0000,Our sister company located in Battaramulla is looking to fill a position for Accounts Assistant.  - In-charge of all accounts related work - Data entry of accounts entries and maintaining same. -,,0,1,1,0,0,0,0,0
327158650971191_1683385682015141,Sky Line,2021-07-05T06:14:44+0000,2021-07-05T06:14:44+0000,"Our sister company (Atrium Technologies) is looking for a Trainee Web Developer  - O/L or A/L qualified. - Should know the basics of Websites, Computers and a likeness to Information Technology. -",,0,0,0,0,0,0,0,0
327158650971191_1683380872015622,Sky Line,2021-07-05T06:07:47+0000,2021-07-05T06:07:47+0000,"Our sister company (Atrium Technologies) is looking for a Web Developer  - 1 to 2 years of experience. - Good command of English. - Knowledge in HTML5, CSS, PHP. - Living in Colombo or suburbs. - Should be able to present few portfolio of completed projects during the interview.",,0,0,0,0,0,0,0,0
327158650971191_1683377112015998,Sky Line,2021-07-05T06:02:32+0000,2021-07-05T06:03:04+0000,Our sister company (Atrium Technologies) is looking for experienced Graphic Designers. - 1 to 2 years of experience. - Good command of English. - Living in Colombo or suburbs. - Be able to present a portfolio of previous work during interview.,,0,3,3,0,0,0,0,0
327158650971191_1706058929747816,Sky Line,2021-08-03T07:02:28+0000,2021-08-03T07:02:28+0000,Vacancy for a Technician in a leading company.  Job Requirements  - Good knowledge in TV repairing. - Living close to Battaramulla or Colombo and suburbs preferred.  Phone Interviews Only. Please call 0776120766 between 09.30 am until 06.30 pm on Weekdays and Weekends.,,0,1,1,0,0,0,0,0
327158650971191_1741717616181947,Sky Line,2021-09-17T11:01:12+0000,2021-09-17T11:01:12+0000,,,0,0,0,0,0,0,0,0
327158650971191_1734978643522511,Sky Line,2021-09-08T13:34:18+0000,2021-09-08T13:34:18+0000,"Our sister company into IT, located in Colombo 05 is looking for an experienced WordPress developer  Experience:  - 1 to 2 years of experience in WordPress Development - Excellent knowledge in PHP and HTML5 -",,0,0,0,0,0,0,0,0
327158650971191_1734059716947737,Sky Line,2021-09-07T08:16:28+0000,2021-09-07T08:16:28+0000,Our sister company is looking for an e-commerce Manager to handle the multi-vendor e-commerce platform.  Required Experience: - At-least 1 year experience working in an e-commerce business platform (Compulsory) ,,0,0,0,0,0,0,0,0
327158650971191_1733974173622958,Sky Line,2021-09-07T05:12:11+0000,2021-09-07T05:12:11+0000,"Our sister company (Atrium Technologies) is looking for a Web Developer  - 1 to 2 years of experience. - Good command of English. - Knowledge in HTML5, CSS, PHP. - Living in Colombo or suburbs. - Should be able to present few portfolio of completed projects during the interview.",,0,0,0,0,0,0,0,0
327158650971191_1733974100289632,Sky Line,2021-09-07T05:12:10+0000,2021-09-07T05:12:10+0000,"Our sister company (Atrium Technologies) is looking for a Trainee Web Developer  - O/L or A/L qualified. - Should know the basics of Websites, Computers and a likeness to Information Technology. - Should be someone li",,0,0,0,0,0,0,0,0
327158650971191_1733974086956300,Sky Line,2021-09-07T05:12:09+0000,2021-09-07T05:12:09+0000,"An institution located in Bambalapitiya is looking for an Administration Assistant to overlook the day to day operations of the institution.  Job Requirement - Should be able to converse in all 3 languages (English, Sinhala and",,0,0,0,0,0,0,0,0
327158650971191_1733974076956301,Sky Line,2021-09-07T05:12:08+0000,2021-09-07T05:12:08+0000,Our sister company located in Battaramulla is looking to fill a position for Accounts Assistant.  - In-charge of all accounts related work - Data entry of accounts entries and maintaining same. - Should be able to join imm,,0,1,1,0,0,0,0,0
327158650971191_1733973900289652,Sky Line,2021-09-07T05:11:42+0000,2021-09-07T05:11:42+0000,Our sister company (Atrium Technologies) is looking for experienced Graphic Designers. - 1 to 2 years of experience. - Good command of English. - Living in Colombo or suburbs. - Be able to present a portfolio of previous work during interview.,,0,3,3,0,0,0,0,0
327158650971191_1733973590289683,Sky Line,2021-09-07T05:10:56+0000,2021-09-07T05:10:56+0000,Vacancy for a Technician in a leading company.  Job Requirements  - Good knowledge in TV repairing. - Living close to Battaramulla or Colombo and suburbs preferred.  Phone Interviews Only. Please call 0776120766 between 09.30 am until 06.30 pm on Weekdays and Weekends.,,0,1,1,0,0,0,0,0
327158650971191_1772088229811552,Sky Line,2021-10-27T04:35:46+0000,2021-10-27T04:35:46+0000,Our sister company (Atrium Technologies) is looking for experienced Graphic Designers. - 1 to 2 years of experience. - Good command of English. - Living in Colombo or suburbs. - Be able to present a portfolio of previous work during interview.,,0,3,3,0,0,0,0,0
327158650971191_1771494889870886,Sky Line,2021-10-26T11:58:15+0000,2021-10-26T11:58:15+0000,"Our sister company (Atrium Technologies) is looking for a Web Developer  - 1 to 2 years of experience. - Good command of English. - Knowledge in HTML5, CSS, PHP. - Living in Colombo or suburbs. - Should be able to present few portfolio of completed projects during the interview.",,0,0,0,0,0,0,0,0
327158650971191_1764940107193031,Sky Line,2021-10-18T05:48:57+0000,2021-10-18T05:48:57+0000,Our sister company is looking for an e-commerce Manager to handle the multi-vendor e-commerce platform.  Required Experience: - At-least 1 year experience working in an e-commerce business platform (Compulsory) - Good communication skills in English and Sinhala or Tamil - Leadership qualities - I,,0,0,0,0,0,0,0,0
327158650971191_1756074448079597,Sky Line,2021-10-07T06:44:45+0000,2021-10-07T06:44:45+0000,"Our sister company into IT is looking for a web developer with below qualifications  - Should have atleast 1 to 2 years of Mobile App Development Experience. - Should be highly skilled in using all or combination of React Native, Flutter, Xamarin, Ionic. - Hands-on experience using XCode and Android",,0,0,0,0,0,0,0,0
327158650971191_1797154583971583,Sky Line,2021-11-29T07:39:30+0000,2021-11-29T07:39:30+0000,Our sister company (Atrium Technologies) is looking for experienced Graphic Designers. - 1 to 2 years of experience. - Good command of English. - Living in Colombo or suburbs. - Be able to present a portfolio of previous work during interview.,,0,3,3,0,0,0,0,0
327158650971191_1787427661610942,Sky Line,2021-11-16T09:16:53+0000,2021-11-29T06:25:14+0000,"We are a software company located in Colombo 05, looking for a suitable qualified candidate for the position of QA Engineer.  Required Skills - Degree in Computer Science - At-least 1 year of work experience as a QA Engineer - Excellent command of English Language - Capable of drafting, executing and maintaining test cases of Web, Mobile app or any other systems - Better understanding of Agile  Other Special Skills - Excellent Teamworking - Flexible - Time Management - Pleasant Personality  Selected candidates can expect a positive working environment with leadership opportunities.  Please attach your latest CV's. Kindly note that applications without CV's will be rejected.  Atrium Technologies Ltd - www.atrium.lk | atrium.global",1,0,0,0,0,0,0,0,0
327158650971191_1783106602043048,Sky Line,2021-11-10T12:32:57+0000,2021-11-10T12:32:57+0000,"We are looking for an admin assistant with below requirements, for our E-Commerce Business.  - Should have completed G.C.E O/L - Fluent in spoken English and Sinhala or Tamil - Living close to Colombo - Those with Graphic Designing skills will be an added advantage.  The Job Role You need to overlook",,0,0,0,0,0,0,0,0
327158650971191_1777706552583053,Sky Line,2021-11-03T10:01:31+0000,2021-11-03T10:01:31+0000,Our sister company into IT Solutions is looking for part-time Sales Executives with the following experience.  - At-least 1 year of experience in Sales (Ideally in an IT sector would be highly advantageous) - A basic knowledge of using computers  We will provide an in-depth training for the selected candidates.  ,,0,0,0,0,0,0,0,0
327158650971191_1807602136260161,Sky Line,2021-12-14T03:56:53+0000,2021-12-14T03:56:53+0000,"Here's an ideal opportunity to generate a Passive Income. Own this fabulous piece of land facing the Colombo - Puttalam Main Road.  Ideal Location to start a Self-owned business like Restaurant, Wedding Hall, Petrol Shed, Hospital, Supermarket or any other such business. You can even start an agricultural",,0,15,14,1,0,0,0,0
327158650971191_1806893606331014,Sky Line,2021-12-13T03:32:01+0000,2021-12-13T03:32:01+0000,Our sister company into IT Solutions is looking for part-time Sales Executives with the following experience.  - At-least 1 year of experience in Sales (Ideally in an IT sector would be highly advantageous) - A basic knowledge of using computers  We will provide an in-depth training for the selected can,,0,0,0,0,0,0,0,0
327158650971191_1842945512725823,Sky Line,2022-01-31T10:24:15+0000,2022-01-31T10:24:15+0000,"We are a software company located in Colombo 05, looking for a suitable qualified candidate for the position of QA Engineer.  Required Skills - Degree in Computer Science - At-least 1 year of work experience as a QA Engineer - Excellent command of English Language - Capable of drafting, executing and maintaining test c",1,0,0,0,0,0,0,0,0
327158650971191_1837587359928305,Sky Line,2022-01-24T04:12:31+0000,2022-01-24T04:12:31+0000,"Our sister company, Atrium Technologies Ltd, is looking for an Associate Software Engineer.  Required Skills - Having a Bachelor's Degree in IT or Engineering - At-least 1 year of work experience in a similar position (Those without work experience can be absorbed as Trainee) - Good knowledge in Laravel Fra",,0,0,0,0,0,0,0,0
327158650971191_1835321530154888,Sky Line,2022-01-21T05:44:51+0000,2022-01-25T06:55:35+0000,"Our sister company, Atrium Technologies Ltd,  is looking for a QA Associate.  Job Roles and Responsibilities - Test our Web and Mobile Systems for UX/UI changes - Run test cases to detect major and minor issues and unpredictable system behaviour - Continuously test the systems for issues usinnd",,0,0,0,0,0,0,0,0
327158650971191_1849433518743689,Sky Line,2022-02-09T08:16:09+0000,2022-02-09T08:16:09+0000,"In just 5 classes, learn all the basics of Web Development and start your own Web Development Company or start creating websites for others.  We will cover the basics of HTML, CSS and JavaScript. Both Individual and Group Classes can be arranged. Next batch starts on Mid-February 2022 ",,0,0,0,0,0,0,0,0
327158650971191_1900634400290267,Sky Line,2022-04-20T05:48:53+0000,2022-04-25T13:03:32+0000,"--Startup IT Business - Looking for Business Partners--  A Startup IT Business in Colombo is looking for partners to expand its business operation. Currently, an in-house POS and ERP system is being built. A Senior Software Engineer and a Digital Marketin",,1,14,13,0,1,0,0,0
327158650971191_1900634400290267,Sky Line,2022-04-20T05:48:53+0000,2022-04-25T13:03:32+0000,"--Startup IT Business - Looking for Business Partners--  A Startup IT Business in Colombo is looking for partners to expand its business operation. Currently, an in-house POS and ERP system is being built. A Senior Software Engineer and a Digital Marketin",,1,14,13,0,1,0,0,0
