post_id,company,created_time,updated_time,message,shares_count,comments_count,reactions_count,like_count,love_count,haha_count,wow_count,sad_count,angry_count
777676339027439_3398006750327705,CBH Lands,2021-01-15T01:30:28+0000,2021-01-15T01:30:30+0000,__ ____ ______ __ ____ ___________:  ___ ______.   076 999 0002 076 999 0007 0766 200 800  . . . . #kurunegalalandsale #kurunegalalands #kurunegalarealestate #kurunegala #kurunegalaproperties #kurunegalalandforsale #highway #srilanka #invest #mortgage #landsale #buyland #cbhlands #ceylonbrandhouse,2,0,2,2,0,0,0,0,0
777676339027439_3392680254193688,CBH Lands,2021-01-14T02:01:52+0000,2021-01-14T02:01:54+0000,"Wishing you happiness, health and prosperity! Happy Pongal! . . . . #pongal #Pongal2021 #srilanka #celebration #cbhlands #ceylonbrandhouse",,0,3,3,0,0,0,0,0
777676339027439_3392523604209353,CBH Lands,2021-01-13T02:30:09+0000,2021-01-13T02:30:11+0000,Investment Opportunities 2021 Invest in Kurunegala Invest with us! . . . . .  #kurunegalalandsale #kurunegalalands #kurunegalaproperty #kurunegalarealestate #cbhlands #ceylonbrandhouse #kurunegala #landsale #srilanka #property #investinland #investinrealestate #bankloan #mortgage,,0,2,2,0,0,0,0,0
777676339027439_3392441860884194,CBH Lands,2021-01-12T02:30:00+0000,2021-01-12T02:51:49+0000,"__ ___ ___ __, ________ _____ ______ _____. . . . . #kurunegalalandsale #kurunegalarealestate #kurunegalaproperty #landsale #srilanka #invest #cbhlands #ceylonbrandhouse #kurunegala #highway",,1,15,15,0,0,0,0,0
777676339027439_3392018670926513,CBH Lands,2021-01-11T06:12:17+0000,2021-01-11T06:12:17+0000,Invest in Kurunegala. Invest with us!  . . . . #kurunegala #realestate #kurunegalarealestate #kurunegalalands #kurunegalalandsale #kurunegalaproperty #cbhlands #ceylonbrandhouse #buylands #monday,1,0,7,7,0,0,0,0,0
777676339027439_3379465378848509,CBH Lands,2021-01-10T04:30:02+0000,2021-01-10T04:30:05+0000,"________ ______  15 ____ _____. _______ __ ___ ____ __. _______ _____. ________ _______ _____ ___ ______  __.  Payment Options: _____ __ ____ ______ ____ ____ ____ __, ___ 6 _____ ____ ___ ______ ___ ____ ___.  ____ ______ ___ ___ _____, __ Message _____. ______ ____ _____ _____. . . . . #kurunegalalands #kurunegalaproperty #kurunegalarealestate #buyland #limitedoffer #allinclusive #investinland #bankloan #money #weekend #cbhlands",1,3,13,13,0,0,0,0,0
777676339027439_3381839125277801,CBH Lands,2021-01-09T03:30:34+0000,2021-01-09T03:30:36+0000,"This is why we say ""All Roads Lead to Kurunegala"" :) 5 main roads intersect + a new highway is coming. The circled areas are where the highway exits are coming:  - Pothuhera Exit : Which connects to the Colombo Road - Dambokka Exit: Which also connects to Colombo Road - Kurunegala Exit: Which connects to the Kandy Road  In this diagram 2-3 more highway exits are missing: - Nakalagamuwa Exit- ""Narammala"" area - Rideegama Exit  - Melsiripura Exit  Areas where these exits come will definitely be ""hot spots"" or booming pockets as we call it.  But as whole, Kurunegala will enjoy  faster connectivity to all parts of Sri Lanka.  Don't forget that Kurunegala will also be connecting to   1. Kandy - through ""Pothuhera- Galagedera"" link 2. North - through Northern Expressway 3. East - towards Trincomalee through Eastern Expressway  . . . . . #cbhlands #ceylonbrandhouse #highwaysrilanka #srillanka #highway #expressway #kurunegala #centralexpressway #buyland #kurunegalalands #kurunegalarealestate #kurunegalaproperty #kurunegalalandsale #landsalesrilanka #investinland #buylands #narammala #pothuhera #dambokka #kandyroad #puttalam",,1,2,2,0,0,0,0,0
777676339027439_3379454308849616,CBH Lands,2021-01-08T02:30:41+0000,2021-01-28T06:09:49+0000,"Kurunegala All Inclusive Deal! _____, ______, __________ __ _______ _____ ______ ____,_______, ___ ____ ___, ______ _______ ____ _______ _____ ___________ __ ____ _____!  Rs 990,000/ net. _____ ______ ____ ______ ___!  All Inclusive Limited Offer! Call/ message us for full details, terms and conditions. Plan a visit this weekend. . . . #cbhlands #srilanka #kurunegala #lands #ceylonbrandhouse #limitedoffer #offer #deal #invest #buyland #fixedeposit #highway #centralexpressway #viber #whatsapp #messenger #call #imo #contact #come #visit",2,1,13,13,0,0,0,0,0
777676339027439_3379416465520067,CBH Lands,2021-01-07T01:30:43+0000,2021-01-07T01:30:45+0000,"Rs 990,000 /= net! Buy 15 perch land plots in Kurunegala for Rs 990,000/= net: ALL FEES INCLUDED.  Why invest in Kurunegala?  1. The Central Expressway is getting developed and Kurunegala District will economically grow exponentially.  2. Kurunegala is already a logistical hub: Dambulla Road, Colombo, Road, Negombo Road, Kandy Road, Anuradhapura/Puttlam Road- all these roads intersect in Kurunegala.   3. Naturally flat, fertile and natural disaster free zone! Since its 100m + elevated from sea level, this district is blessed with ""security"" from floods, draughts etc.   4. Home Loan interest rates are as low as 7% per annum right now, so even if you put a downpayment of Rs 200,000, and apply for a bank loan, your monthly commitment will approximately Rs 15,000 for the next 5 years!  5. Fixed Deposits are not generating expected returns anymore; either you can lift a FD and purchase these plots or keep the FD as collateral and apply for a bank loan.   6. Buy and grow Organic fruits and vegetables! We have so many clients doing this already.   Call us for full information. We'll send you information of our projects, locations, images, videos and payment options.   076 999 0002 076 999 0007 0766 200 800 . . . . #investinland #organic #kurunegala #vegetables #grow #fruits #srilanka #realestate #bank #bankloan #mortgage #FixedDeposit #kurunegalalands #kurunegalarealestate #kurunegalaproperty #property #highway #centralexpressway #cbhlands #ceylonbrandhouse #deal #allinclusive #colomboroad #negomboroad #kandyroad #puttlamroad #logistics",,0,2,2,0,0,0,0,0
777676339027439_3379368782191502,CBH Lands,2021-01-06T06:37:22+0000,2021-01-06T06:37:22+0000,"All Inclusive Deal! Jan, 2021 15 perch land plots in Kurunegala for Rs 990,000/= net.  Water & Electricity enabled. All government approvals obtained. Closer proximity to Kurunegala Highway Exits. Perfect investment opportunity!  All fees such as legal, stamp duty, registration included. Limited stock, please contact us for full details.  076 999 0002 076 999 0007 0766 200 800  . . . #invest #srilanka #kurunegala #kurunegalalands #kurunegalaproperty #kurunegalarealestate #landsale #investinlad #realestate #developer #buyland #mortgage #bankloan",1,0,13,13,0,0,0,0,0
777676339027439_3374755352652845,CBH Lands,2021-01-04T07:56:45+0000,2021-01-04T07:56:45+0000,"Minhettiya, Kurunegala  . . . .  #cbhlands #ceylonbrandhouse #kurunegala #kurunegalalands #kurunegalaproperty #kurunegalarealestate #realestate #srilanka #buyland #landsale #mortgage #bankloan #invest #investinland",,0,4,4,0,0,0,0,0
777676339027439_3363052823823098,CBH Lands,2021-01-02T02:00:38+0000,2021-01-02T02:00:40+0000,"____ ____ - ____ _____ _____ - __________ ______ ___, ___________, ________   1. ___ ___ ______ _____ ____ _______ __.   2. ___________ ______  1.6 km, _____________ 10.5 km, ________ _____ 14 km.  3. ___ ____ ___ ______ _______ _______ ________ ________ 17 km. _____ __ _______ ____ ___ _____ ____ ________ 20 _  ___ ________ ___ Central Highway Exit  ___ _______ ___.  076 999 0002 076 999 0007",,0,3,2,1,0,0,0,0
777676339027439_3482810255180687,CBH Lands,2021-02-27T02:30:08+0000,2021-02-28T02:30:17+0000,"_______ ______ ______ ____ #Kurunegala #lands  ____ ________. _ ____ ____ ___, ____ _______ ______ ________ ______ ______ _____. ___ _____ ___________ ___ _____ _____ _____.    CBH Lands __________ ____ _______ _______. _____ ______ _______ ____, _______ _____ ____ ____ _____ ______.",1,0,8,8,0,0,0,0,0
777676339027439_3482777438517302,CBH Lands,2021-02-26T02:00:23+0000,2021-02-27T02:30:10+0000,"CBH Lands  __________ ____ _______ _______. _____ ______ _______ ____, _______ _____ ____ ____ _____ ______. . . . #cbhlands #promise #Guaranteed #deed #title #legal #approval #ceylonbrandhouse #kurunegala #srilanka #buy #invest",,0,7,7,0,0,0,0,0
777676339027439_3487090034752709,CBH Lands,2021-02-25T02:42:48+0000,2021-02-26T02:00:26+0000,#Nawampoya #poyaday,,0,7,7,0,0,0,0,0
777676339027439_3487082298086816,CBH Lands,2021-02-24T08:02:00+0000,2021-02-25T02:42:50+0000,"___ ___ ____ _____ _____ ___ ______ _________ ____. ___ __ _________  _____ _____. ___ _____ _______, ______ ____ ___ ___ ____ ______ _______ ____ ____ _______. 076 999 0002 . . . . #longweekend #weekend #comevisitus #kurunegala #cbhlands #ceylonbrandhouse",1,0,15,15,0,0,0,0,0
777676339027439_3502826259845753,CBH Lands,2021-02-24T03:00:45+0000,2021-02-28T03:34:55+0000,"Make calls, respond to email and messages. Coordinate work and projects with staff and vendors. Arrange documents, send paperwork to clients, and follow up. Keep Kurunegala office organised.",1,3,29,29,0,0,0,0,0
777676339027439_3487066238088422,CBH Lands,2021-02-23T02:37:09+0000,2021-02-24T03:00:49+0000,"It's always exciting to introduce something new! Here's our newest project: CBH Regal.   Kurunegala is growing at a fast pace, but Real Estate in Kurunegala are still affordable.   Call or message us; let's have a chat. 076 999 0002 . . . #cbhregal #regal #srilanka #kurunegala #cbhlands #cbhlandskurunegala #kurunegalalands #kurunegalarealestate #property #investinkurunegala #landsale #money #rich #mortgage #paymentplan #ceylonbrandhouse",,1,8,8,0,0,0,0,0
777676339027439_3482790555182657,CBH Lands,2021-02-22T13:30:00+0000,2021-02-23T02:37:11+0000,"#_______ ______ ______ ____ #Kurunegala #Lands  #____ ________. _ ____ ____ ___, ____ _______ ______ ________ ______ #______ _____. ___ _____ ___________ ___ _____ _____ #_____.  . . . #cbhlands #kurunegala #highway #srilanka #invest",1,0,8,8,0,0,0,0,0
777676339027439_3496445910483788,CBH Lands,2021-02-22T02:45:19+0000,2021-02-22T13:30:06+0000,"______ CBH _____  ______, ________   _____ _____!",1,1,15,15,0,0,0,0,0
777676339027439_3482404445221268,CBH Lands,2021-02-21T02:30:40+0000,2021-02-22T02:45:22+0000,This is CBH Promise! We don't take shortcuts because we want to give you a product that lasts for generations! . . . #cbhlands #promise #guaranteed #ceylonbrandhouse #property #generations,,0,5,5,0,0,0,0,0
777676339027439_3482763121852067,CBH Lands,2021-02-20T02:43:00+0000,2021-02-21T02:30:43+0000,Sundays are known for #Sundaydrive ! So come see us today. We are #open #seven #days a week.  . . . #cbhlands #weekend #sunday #come #realestate #drive #outofcolombo #weekendtrip #ceylonbrandhouse #weekendvibes,,0,2,2,0,0,0,0,0
777676339027439_3467855073342872,CBH Lands,2021-02-19T10:47:22+0000,2021-02-20T02:43:05+0000,"We can customize payment plans for you. May be you can pay all at once, or may be you wish to make monthly payments on the day you receive your salary! So let's have a chat!",,0,2,2,0,0,0,0,0
777676339027439_3489931707801875,CBH Lands,2021-02-19T01:39:01+0000,2021-02-19T10:47:22+0000,"Make calls, respond to email and messages. Coordinate work and projects with staff and vendors. Arrange documents, send paperwork to clients, and follow up.",,3,34,34,0,0,0,0,0
777676339027439_3467741296687583,CBH Lands,2021-02-17T02:30:24+0000,2021-02-18T02:30:30+0000,"_____ #______ __ ___ __ #____ #______ ______ #______ ___ #________ __ ________ ___ ______ ______ ___ ____ __.   _ ___ _____ #_____.  __ #________ ______ ______, ________ _____ ___ #_______ ________ ____, ________ ____ ____ _______ #___ ___ ____ __.  076 999 0002 076 999 0007",1,0,5,4,1,0,0,0,0
777676339027439_3463235877138125,CBH Lands,2021-02-16T02:34:15+0000,2021-02-21T13:10:13+0000,"_____, ___ _________ ___ ____ ______ ______ _____.  _______ ______ _______ ________ _____ ______ _____. ____ ______ __ ______ _____ ____ ___ Message _____.",1,2,8,8,0,0,0,0,0
777676339027439_3467731433355236,CBH Lands,2021-02-15T02:30:57+0000,2021-02-22T05:00:18+0000,"#________ __________ #______ ______ _____ _______________. #_______ _____ _________, __ _____ _____ ___________ ________ #________ ______ _____ _______________.  __ ________ #______ ______, ________ _____ ___ #_______ ________ ____, ________ #____ ____ _______ ___ ___ ____ __.  _____ #______ __ ___ __ #____ ______ ______ #______ ___ #________ __ ________ ___ #______ ______ ___ ____ __.  _ ___ _____ #_____.  076 999 0002 076 999 0007",2,2,8,8,0,0,0,0,0
777676339027439_3467713610023685,CBH Lands,2021-02-14T01:30:00+0000,2021-02-15T02:31:00+0000,"We #specialize in Real Estate in #Kurunegala. There are so many reasons why you should #invest in #property there. But you might wonder, you are not even from Kurunegala... Or you don't even know anyone from there, so why should you? Is it #safe?  Let's have a #chat. Absolutely no pressure. We will explain ROIs, #process, how to #protect your #lands after #purchase etc.   076 999 0002 076 999 0007  We are just a call/ message away!",,0,3,3,0,0,0,0,0
777676339027439_3463392943789085,CBH Lands,2021-02-12T02:30:58+0000,2021-02-22T03:50:37+0000,_______ _____ ___________ _______ ___ ____ _________ ____ ___ ______. ______ ____. ____ ______ _____ _____.,1,1,8,8,0,0,0,0,0
777676339027439_3463368767124836,CBH Lands,2021-02-11T13:07:22+0000,2021-02-12T02:31:01+0000,_______ _____ ___________ _______ ___ ____ _________ ____ ___ ______. ______ ____. ____ ______ _____ _____. 076 999 0002 076 999 0007 . . . #wealth #money #rich #invest #land #landsale #investment #srilanka #kurunegala #buy #cbhlands #srilankanlands,1,0,1,1,0,0,0,0,0
777676339027439_252089713188893,CBH Lands,2021-02-11T02:30:37+0000,2021-02-12T08:36:20+0000,CBH Lands,,3,13,13,0,0,0,0,0
777676339027439_3463329557128757,CBH Lands,2021-02-10T02:30:25+0000,2021-02-17T09:16:17+0000,"CBH Regal: Uhumeeya, Kurunegala Distance to: Dambokka Highway exit:  10. 5 km Kurunegala Highway exit:  12. 5 km  076 999 0002 076 999 0007",,1,10,10,0,0,0,0,0
777676339027439_3463224370472609,CBH Lands,2021-02-09T02:30:42+0000,2021-02-10T02:30:28+0000,"_____, ___ _________ ___ ____ ______ ______ _____.  _______ ______ _______ ________ _____ ______ _____. ____ ______ __ ______ _____ ____ ___ _____.  076 999 0002 076 999 0007 . . . . #kurunegala #landsale #srilanka #realestate #buyland #cbhlands #ceylonbrandhouse",1,0,14,14,0,0,0,0,0
777676339027439_3463346173793762,CBH Lands,2021-02-08T02:30:05+0000,2021-02-09T02:30:44+0000,"Invest in Kurunegala, Invest with CBH Lands! _______ ______ _______ ________ _____ ______ _____. ____ ______ __ ______ _____ ____ ___ message/ call  _____.   076 999 0002 076 999 0007  #kurunegala #highway #kurunegalarealestate #kurunegalaproperty #kurunegalalandsale #cbhlands #ceylonbrandhouse #buylands #money #mortgage #invest #makemoney #grow #investment",,0,6,6,0,0,0,0,0
777676339027439_3432455693549477,CBH Lands,2021-02-07T03:30:06+0000,2021-02-08T02:30:08+0000,"Happy Monday! Here at CBH Lands, we are all about Keeping it Real! Thinking about having a chat about investment? Call us... If you don't like calling much, message us! 076 999 0002 . . . . #keepingitreal #realestate #monday #mondaymotivation #money #investment #investment #start #cbhlands #ceylonbrandhouse",,0,4,3,1,0,0,0,0
777676339027439_3432436583551388,CBH Lands,2021-02-06T02:30:38+0000,2021-02-07T03:30:08+0000,New project- Coming soon! 076 999 0002 . . . . . #kurunegalalands #kurunegala #kurunegalalandsale #kurunegalaproperty #kurunegalarealestate #srilanka #invest #land #highway #cbhlands #ceylonbrandhouse,,0,3,3,0,0,0,0,0
777676339027439_3432387166889663,CBH Lands,2021-02-05T02:30:59+0000,2021-02-06T02:30:40+0000,"______ _______ _______, ________ ______________ _______ ____ _______ ""________"" _________ _______ ___, __ ________ ____ _____ __ _____ ""_______"" ___________.",2,0,10,10,0,0,0,0,0
777676339027439_3429541620507551,CBH Lands,2021-02-04T01:30:00+0000,2021-02-19T02:21:58+0000,"____ ____  _____ - __________ ______ ___, ___________, ________   1. ___ ___ ______ _____ ____ _______ __.   2. ___________ ______  1.6 km, _____________ 10 km, ________ _____ 17 km.  3. ___ ____ ___ ______ _______ _______ ________ ________ 18 km. _____ __ _______ ____ ___ _____ ____ ________ 20 _  ___ ________ ___ Central Highway Exit  ___ _______ ___.  4. 2021 Central Highway _______ ________ ___, ____ ____ ____ ______ _____, ____ / _____ _______ ___.   5. ________ _________ ___ ______ ___ ___, _____ _____ _______ ____ ___ ____  __.",,2,6,6,0,0,0,0,0
777676339027439_3446707355457644,CBH Lands,2021-02-02T02:30:17+0000,2021-02-03T02:43:19+0000,"Don't be discouraged by the prices of Real Estate in Colombo. If you like many others believe in Real Estate and its returns, send us a message and let's have a chat.  Not everyone knows where to start and some are under the impression that Real Estate investments are only for the Rich!  It's time to have that chat :) We are open today and tomorrow.  . . . . #realestateinvesting #start #talk #kurunegala #kurunegalarealestate #kurunegalaproperty #kurunegalalandsale #landsale #buy #cbhlands #ceylonbrandhouse",,0,3,3,0,0,0,0,0
777676339027439_3446694468792266,CBH Lands,2021-02-01T07:51:04+0000,2021-02-02T02:30:19+0000,__ ___ ______ _____ _____.  . . . . #kurunegala #weekend #saturday #sunday #come #realestate #srilanka #beautiful #cbhlands #realestatekurunegala #kurunegalalandsale #kurunegalaproperty #property #affordablerealestate #investinland #investinrealestate #ceylonbrandhouse,,1,11,11,0,0,0,0,0
777676339027439_3446747552120291,CBH Lands,2021-02-01T07:05:49+0000,2021-02-01T07:51:04+0000,"Be able to  - Communicate (Emails/ calls/ messages etc) in Sinhala and English. - Coordinate work with clients, suppliers etc. - Conduct desk based web research. - Be able to manage multiple tasks. - Be consistent (do follow up calls and emails)",2,0,35,34,1,0,0,0,0
777676339027439_3446683995459980,CBH Lands,2021-03-31T02:00:03+0000,2021-02-01T07:05:49+0000,One month of this year is already gone! Had new year resolutions? Couldn't keep up with them? Doesn't matter.. Start it today! . . . . #newhope #hope #newyear #resolution #february #start #fresh #cbhlands,,0,7,7,0,0,0,0,0
777676339027439_3539266322868413,CBH Lands,2021-03-29T01:55:01+0000,2021-04-06T15:57:59+0000,"_____ _________, _____ ________!  ________ _______ ______ ___, _____ __, ___ __ _______ ____ ___ ____ ______. ____ ______ _____ __ ____ _________ ___ _____ _____.  ________ _____ ______ _____. . . . #cbhlands #ceylonbrandhouse #srilanka  #kurunegalalandsale #kurunegalarealestate #realestate #buyland #sinhalatamilnewyear #newyear #April #buylands #kurunegala #reminder #investment #money",1,1,10,10,0,0,0,0,0
777676339027439_3539277972867248,CBH Lands,2021-03-28T01:48:00+0000,2021-03-30T02:06:03+0000,"_____ ____ _____ ________ __ __ ... ___ __ _________, _____ ________!  ________ _____ ______ _____. . . . . #kurunegala #realestate #srilanka #kurunegalalandsale #kurunegalarealestate #kurunegalaproperty #landsale #cbhlands #buyland #investinland #money #kurunegala #sinhalatamilnewyear #aluthawrudu",,0,4,4,0,0,0,0,0
777676339027439_3539256066202772,CBH Lands,2021-03-27T01:50:00+0000,2021-03-29T01:55:04+0000,"________ _______ ______ ___, _____ __, ___ __ _______ ____ ___ ____ ______. ____ ______ _____ __ ____ _________ ___ _____ _____.  076 999 0002 076 999 0007 . . . . #highway #SriLanka #landsale #kurunegalalandsale #kurunegalarealestate #kurunegalaproperty #buyland #cbhlands #ceylonbrandhouse #investment #money #makemoney",,1,7,7,0,0,0,0,0
777676339027439_3529066710555041,CBH Lands,2021-03-26T02:45:00+0000,2021-03-28T01:48:03+0000,#medinpoya #poyaday,2,0,12,12,0,0,0,0,0
777676339027439_3539248889536823,CBH Lands,2021-03-25T01:41:00+0000,2021-03-27T01:50:03+0000,"Come to Kurunegala on your day off and spend some time with us. See if it is the right investment for you. Ask us questions.  Because time is money. Start investing today, and once the Highway is completed, you- yourself will know that you did the right investment, at the right time!  076 999 0002 076 168 1680 . . . . #timeismoney #time #money #realestate #makemoney #investment #start #cbhlands #ceylonbrandhouse #landsale #kurunegala #kurunegalalandsale #kurunegalarealestate #kurunegalaproperty",,0,2,2,0,0,0,0,0
777676339027439_3539239982871047,CBH Lands,2021-03-24T01:36:00+0000,2021-03-26T02:45:03+0000,"Mihettiya, Kurunegala Faces the main Gonagama- Thiththawella carpeted road. Electricty and Water project provided.  076 999 0002 076 999 0007 . . . #cbhlands #kurunegala #kurunegalalandsale #landsale #srilanka #invest #money #land #buylands #kurunegalarealestate #realestate",,1,5,5,0,0,0,0,0
777676339027439_3539233942871651,CBH Lands,2021-03-23T01:30:00+0000,2021-03-25T01:41:02+0000,"Land plots near Highway exits are at high demand right now. The first highway exit entering Kurunegala is the Nakalagamuwa exit; which connects to ""Narammala"". We have many subdivision projects near these exits. Call/ message us for more information. . . . #highway #srilanka #narammala #kurunegala #cbhlands #ceylonbrandhouse",1,0,8,8,0,0,0,0,0
777676339027439_3539226836205695,CBH Lands,2021-03-22T02:16:00+0000,2021-03-24T01:36:03+0000,Are you ready?  . . . #kurunegala #highway #centralexpressway #srilanka #cbhlands,,0,10,10,0,0,0,0,0
777676339027439_3529135140548198,CBH Lands,2021-03-21T02:49:00+0000,2021-03-23T01:30:04+0000,"____________ _______ __ _______? _______ ____ _____ __ __ _______?  ___________, ________ . . . #history #Kuweni #yakdessagala #minhettiya #cbhlands #ceylonbrandhouse #kurunegala",1,0,10,10,0,0,0,0,0
777676339027439_3529112853883760,CBH Lands,2021-03-20T02:30:00+0000,2021-03-22T02:16:03+0000,Let's get it started! . . . #monday #realestate #cbhlands #invest #makemoney #money #ceylonbrandhouse #kurunegala #journey #highway #start,,0,5,5,0,0,0,0,0
777676339027439_3529123653882680,CBH Lands,2021-03-19T06:21:19+0000,2021-03-20T02:30:03+0000,"Look how beautiful ""Mega City"" is!  ____ ____, ___________ ________  _____ - __________ _______ _____ ____ _______. . . #minhettiya #kurunegala #megacitycbhlands #cbhlands #kurunegalalandsale #kurunegalaproperty #kurunegalarealestate #invest #money #buyland #landsale #ceylonbrandhouse",1,0,13,13,0,0,0,0,0
777676339027439_3529075830554129,CBH Lands,2021-03-17T02:30:00+0000,2021-03-19T02:53:02+0000,"Uhumeeya, Kurunegala Directly facing the main Uhumeeya- Dampitiya carpeted road  Only 10  km to Kurunegala Town  Only 10 . 5 km to Dambokka Highway Exit Only 12. 5 km to Kurunegala Main Highway Interchange  Water and Electricity enabled. commercial banks in Sri Lanka have verified the title/ deeds of this project.  Payment methods: - Discount for customers who pay full cash payment - Monthly instalment available: pay within 6 months for 0% interest - Can purchase the blocks through Bank loans- we will prepare documents on request for a standard fee.  - Customised payment plans.",2,0,8,8,0,0,0,0,0
777676339027439_3487138234747889,CBH Lands,2021-03-16T06:53:57+0000,2021-03-18T02:30:51+0000,"___ __ _________  _____ _____. ___ _____ _______, ______ ____ ___ ___ ____ ______ _______ ____ ____ _______. 076 999 0002",,3,11,11,0,0,0,0,0
777676339027439_3528961557232223,CBH Lands,2021-03-16T02:16:01+0000,2021-03-24T02:20:50+0000,________ _____ A _? B _?,,17,22,20,2,0,0,0,0
777676339027439_3559077090887336,CBH Lands,2021-03-15T02:08:00+0000,2021-03-16T06:53:57+0000,"Reply messages, emails, make calls to clients.",2,1,10,10,0,0,0,0,0
777676339027439_3529014387226940,CBH Lands,2021-03-14T03:36:00+0000,2021-03-16T02:16:03+0000,__ ___ ______?,1,0,20,19,1,0,0,0,0
777676339027439_3529000847228294,CBH Lands,2021-03-13T02:45:00+0000,2021-03-15T02:08:04+0000,"__ ____ _____ _____ __ __________ ________ ______ _________ __ _____ _______ ___ __. _ ____ ___ ______ ___ ______ __________.  ____ __ ____ ___ _______ ___ _____, __________ ___ ___ ___ ____ _____ ____ _________ ___. __ _____ ________ __ ____ ______, ___ __ _________ __ _____ ___ ____ ___ ___ ___ _________ ______ _______ _____. _____ ________!  Realestate@cbh.lk",,0,8,8,0,0,0,0,0
